ACCNUM	ENTREZID	GENENAME	SYMBOL	ENSEMBL	logFC	AveExpr	t	P.Value	adj.P.Val	B	test
NM_000022	100	adenosine deaminase	ADA	ENSG00000196839	-1.4449390154179	11.3525964258686	-3.69521583142727	0.000822689522783439	0.0101424525622795	1.82230955562917	-1
NM_181690	10000	AKT serine/threonine kinase 3	AKT3	ENSG00000117020	0.224336072825698	11.3165938666576	0.687815327090563	0.496553980497539	0.671811269533597	-3.44324576623374	0
BC004106	10001	mediator complex subunit 6	MED6	ENSG00000133997	0.0816501458586334	10.9687644848983	0.595683412885386	0.555601447607721	0.718840435113807	-3.50025980247588	0
NM_183385	10005	acyl-CoA thioesterase 8	ACOT8	ENSG00000101473	-0.646278660793124	10.9695627367169	-3.25528535528309	0.00268913553022676	0.0220089797192397	0.760964440805228	-1
AF260262	10006	abl interactor 1	ABI1	ENSG00000136754	0.484323664681165	13.2597407919976	2.53336333881715	0.0164277146315719	0.0724914071878895	-0.829834785098009	0
NM_005471	10007	glucosamine-6-phosphate deaminase 1	GNPDA1	ENSG00000113552	-0.478655728878918	12.0292608838843	-4.04115798458226	0.000314445119179164	0.00534811459490493	2.6902342185835	-1
NM_006777	10009	zinc finger and BTB domain containing 33	ZBTB33	ENSG00000177485	0.312692348012309	10.9389629387698	1.34122009561155	0.189346775968239	0.36525621429414	-2.81868897867449	0
NM_004180	10010	TRAF family member associated NFKB activator	TANK	ENSG00000136560	0.289655155906214	13.5057458980629	2.15101551183967	0.0391754898295646	0.130533120950718	-1.56917200034453	0
AK127026	100101267	POM121 transmembrane nucleoporin C	POM121C	ENSG00000272391	0.0433320345477668	13.3507575539565	0.477175072261346	0.636499470474487	0.777110700010755	-3.56180751517843	0
BC067895	10011	steroid receptor RNA activator 1	SRA1	ENSG00000213523	-0.335940228285114	12.1256476992028	-2.47890457103217	0.0186717560536171	0.0791427841818088	-0.940107862710118	0
AK096196	100129434	uncharacterized LOC100129434	LOC100129434	ENSG00000233251	0.573478873586449	13.2002533125707	2.05796085271742	0.0478655368873519	0.149127245782682	-1.73598110394966	0
NM_006044	10013	histone deacetylase 6	HDAC6	ENSG00000094631	-0.425865401654162	11.8084674786409	-2.98108745709998	0.005468991656056	0.0354257693958128	0.131128127944941	-1
NM_001039703	100132406	NBPF member 10	NBPF10	ENSG00000271425	0.066896114607669	11.9800753487255	0.259988587647792	0.796547944701846	0.885841433403811	-3.63967702086322	0
BC047782	100134934	TEN1 subunit of CST complex	TEN1	ENSG00000257949	0.0716728686421817	11.0407015515709	0.492162011235676	0.625984243118787	0.770036315188629	-3.55476203953452	0
BC025290	100137047	jumonji domain containing 7	JMJD7	ENSG00000243789	-0.961028436189999	10.4741749656905	-3.99303220494094	0.000359927529117137	0.00585872377955724	2.56809821534166	-1
BC051824	10014	histone deacetylase 5	HDAC5	ENSG00000108840	-0.873164677156346	10.9652307619408	-3.54106051941345	0.00125286565602313	0.013391882334676	1.44422229750328	-1
BC020066	10015	programmed cell death 6 interacting protein	PDCD6IP	ENSG00000170248	0.421264193819603	13.0155039666952	3.00378394480125	0.00516182372885784	0.0340604270423111	0.182183106143927	1
NM_013232	10016	programmed cell death 6	PDCD6	ENSG00000249915	-0.73984781153526	11.4666265934656	-4.66510320795653	5.30886240995234e-05	0.0017344867260545	4.30216798395918	-1
AB071195	10018	BCL2 like 11	BCL2L11	ENSG00000153094	-0.764388182537418	11.2470448090343	-2.29128887939343	0.0287178395493477	0.105261052318937	-1.30765625197911	0
BC015975	100188893	translocase of outer mitochondrial membrane 6	TOMM6	ENSG00000214736	-0.0983087601869794	13.9824866492704	-0.76595112749318	0.449351693866645	0.631689127433136	-3.38868520795191	0
NM_005475	10019	SH2B adaptor protein 3	SH2B3	ENSG00000111252	0.124289890378767	13.8544614974503	1.16774801947778	0.251586397525252	0.43762913111569	-3.02081497390942	0
BC020737	10026	phosphatidylinositol glycan anchor biosynthesis class K	PIGK	ENSG00000142892	-0.224275218236112	11.4145178240951	-1.03381168471696	0.309019769836127	0.498680142934684	-3.15934907975587	0
NM_001018024	100272147	C-X9-C motif containing 4	CMC4	ENSG00000182712	-0.00825651311229691	12.3280991898324	-0.0519405742552189	0.95890083314442	0.978056998667929	-3.67135818905842	0
NM_182905	100287171	WASH complex subunit 1	WASHC1	ENSG00000181404	-0.327666119530441	13.0192560916966	-2.59688630261445	0.0141249619415833	0.0661793401784999	-0.699270136438325	0
NM_006327	100287932	translocase of inner mitochondrial membrane 23	TIMM23	ENSG00000265354	-0.106126383529404	13.2383219377992	-0.878713773932775	0.386145646382901	0.57385945499548	-3.30003746176566	0
BC093812	100288695	LIM zinc finger domain containing 4	LIMS4	ENSG00000256671	0.423157482436702	13.1212314601588	2.40363241040187	0.0222367447272174	0.0888146960728958	-1.08991819408308	0
BC063682	100288778	WAS protein family homolog 8, pseudogene	WASH8P	ENSG00000226210	-0.306369377973107	12.5355764802584	-2.02399413667518	0.0514373152902696	0.156585869353376	-1.79549247861899	0
AK001980	10038	poly(ADP-ribose) polymerase 2	PARP2	ENSG00000129484	-0.538505795163971	10.9476552209153	-3.60525976009454	0.00105225688769435	0.0119844830262594	1.60094340049219	-1
BC104754	10042	HMG-box containing 4	HMGXB4	ENSG00000100281	0.154478862866084	11.6467590956501	1.31130984972718	0.199139482395836	0.376785257096138	-2.85532738607495	0
NM_005488	10043	target of myb1 membrane trafficking protein	TOM1	ENSG00000100284	0.633765947744577	12.2056868070772	4.03972123545492	0.000315717577407828	0.00534811459490493	2.68658218033207	1
NM_005493	10048	RAN binding protein 9	RANBP9	ENSG00000010017	-0.240013241297094	12.6274185896441	-1.48677463006708	0.146919382423679	0.311123398073672	-2.63005181478665	0
BC000177	10049	DnaJ heat shock protein family (Hsp40) member B6	DNAJB6	ENSG00000105993	-0.0407705997958967	12.4136271452245	-0.18334293942656	0.855692526292475	0.92187413695887	-3.65625668967902	0
BC030570	100506084	ADP ribosylation factor like GTPase 17B	ARL17B	ENSG00000228696	-0.0879823334854795	10.5003493908612	-0.318765729031782	0.751987759159034	0.857480607166059	-3.62309738425387	0
BC029439	100506144	transmembrane protein 35B	TMEM35B	ENSG00000243749	-0.343043376090707	13.1319359319418	-1.80083679802529	0.0812162226876297	0.211597097060437	-2.16728897275103	0
NM_000247	100507436	MHC class I polypeptide-related sequence A	MICA	ENSG00000204520	0.379697756354126	11.176400643145	2.08853462049235	0.0448391418599221	0.143016626340863	-1.68177912554458	0
NM_001002799	10051	structural maintenance of chromosomes 4	SMC4	ENSG00000113810	-0.375231092785668	10.6226349732163	-1.31394649277667	0.198260939736304	0.375651292779723	-2.85212721213087	0
BC052310	100526836	BLOC1S5-TXNDC5 readthrough (NMD candidate)	BLOC1S5-TXNDC5	ENSG00000259040	-0.135609328769036	11.2632104492567	-0.689546640297774	0.495478850481102	0.670601349697029	-3.44209828837624	0
BC040148	100529209	RNASEK-C17orf49 readthrough	RNASEK-C17orf49	ENSG00000161939	-0.257259851008088	12.6291424388385	-1.0095053782158	0.320349538105922	0.510321634519637	-3.18281153494312	0
BC012379	100533106	ZHX1-C8orf76 readthrough	ZHX1-C8orf76	ENSG00000259305	0.36847914070704	10.1951331465279	2.15051933268953	0.0392178394074344	0.130609411597973	-1.57007585166164	0
AY336750	100533184	ARHGAP19-SLIT1 readthrough (NMD candidate)	ARHGAP19-SLIT1	ENSG00000269891	-1.05452068948808	11.1686195308637	-5.67481226986159	2.84412281406327e-06	0.000249613602269553	6.95347283525788	-1
BC051725	100533483	DNAAF4-CCPG1 readthrough (NMD candidate)	DNAAF4-CCPG1	ENSG00000261771	-0.195985410235945	10.974995338279	-1.4186224816046	0.165732501854344	0.336120832940662	-2.72049129612281	0
NM_005499	10054	ubiquitin like modifier activating enzyme 2	UBA2	ENSG00000126261	0.550140421878602	11.4779974293254	4.82184037608488	3.37673064490933e-05	0.00130737439177795	4.71263523641635	1
NM_005500	10055	SUMO1 activating enzyme subunit 1	SAE1	ENSG00000142230	-0.210793798493839	11.9115723808077	-1.3858927349226	0.17541884837297	0.348605046019276	-2.76260607665685	0
BC017783	10056	phenylalanyl-tRNA synthetase subunit beta	FARSB	ENSG00000116120	-0.373387824424249	11.7508529403618	-1.76316770051719	0.0874770343322798	0.221574100168263	-2.2266391486332	0
AY196484	10057	ATP binding cassette subfamily C member 5	ABCC5	ENSG00000114770	0.014304495488167	12.4826601051779	0.0660321713286806	0.947765456297253	0.972535117465957	-3.67054577520477	0
NM_012062	10059	dynamin 1 like	DNM1L	ENSG00000087470	-0.301072519189214	12.1142688518517	-2.25651543839708	0.0310447837134102	0.111135525380878	-1.37358121839313	0
BC001661	10061	ATP binding cassette subfamily F member 2	ABCF2	ENSG00000033050	-0.323946396805187	11.5179268529444	-1.86843298425453	0.070935209233248	0.193601217395133	-2.05827055130266	0
BC008819	10062	nuclear receptor subfamily 1 group H member 3	NR1H3	ENSG00000025434	1.41475057146925	12.7864837555533	5.17551120874274	1.21153440113045e-05	0.000650739357535186	5.64210304571339	1
NM_005694	10063	cytochrome c oxidase copper chaperone COX17	COX17	ENSG00000138495	0.480742362128739	11.7483690581532	2.43239399947289	0.0208070529369215	0.0849231327771981	-1.03303864255822	0
NM_005697	10066	secretory carrier membrane protein 2	SCAMP2	ENSG00000140497	-0.229647607240155	14.0093212475919	-1.97508573438356	0.0569900434721624	0.16778388593383	-1.87985758877468	0
NM_005698	10067	secretory carrier membrane protein 3	SCAMP3	ENSG00000116521	-0.155767741481609	12.0945044700883	-1.10038998705955	0.279419491200686	0.467894366859061	-3.09242942293951	0
NM_173042	10068	interleukin 18 binding protein	IL18BP	ENSG00000137496	0.767269064261134	13.6447564239886	3.89367034893043	0.000475123472141745	0.00700324696368754	2.31726403899953	1
BC017912	10069	RWD domain containing 2B	RWDD2B	ENSG00000156253	-0.863782027204181	11.7880695255166	-3.1407884904444	0.00362776692696131	0.0267951893813182	0.494608654750857	-1
NM_005700	10072	dipeptidyl peptidase 3	DPP3	ENSG00000254986	-0.375715896068964	11.2412386069124	-1.6474059700858	0.10931877677821	0.256577537058381	-2.40258513116502	0
NM_005701	10073	snurportin 1	SNUPN	ENSG00000169371	-0.357906970455044	12.2800543060712	-3.16145852985776	0.00343793558615527	0.0259643414234493	0.542351972130631	-1
AF057569	10075	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	HUWE1	ENSG00000086758	-0.108422779685695	12.9514927128222	-1.00027441680285	0.324725979791467	0.514079280433838	-3.19158536988497	0
AB041834	10084	polyglutamine binding protein 1	PQBP1	ENSG00000102103	-0.172594171006448	11.7512014243293	-1.52854275619006	0.136261287754908	0.296070642714061	-2.57281620501335	0
